network,providerKey,runner,0_TransferAction(waiting),0_TransferAction(completed),1_GetBalance_Await_hash(waiting),1_GetBalance_Await_hash(completed),2_WaitForTransactionExecuted(waiting),2_WaitForTransactionExecuted(completed),2_WaitForTransactionReceipt(waiting),2_WaitForTransactionReceipt(completed),3_GetBalance_Await_receipt->Change(waiting),3_GetBalance_Await_receipt->Change(completed),4_WaitForTransactionSealed(waiting),4_WaitForTransactionSealed(completed)
testnet,default,transfer-test,0,821,867,914,,,868,4298,4338,4384,,
testnet,default,transfer-erc20-test,0,677,719,775,,,721,4172,4191,4239,,
testnet,default,transfer-cadence-soft-finality-test,0,644,663,741,664,3990,,,4031,4111,665,7233
testnet,default,transfer-cadence-test,0,461,481,539,482,3745,,,3747,7236,484,7002
mainnet,default,transfer-test,0,965,971,1025,,,972,7697,7705,7759,,
mainnet,default,transfer-cadence-soft-finality-test,0,732,748,860,749,7282,,,7282,7379,750,12669
testnet,ALCHEMY_URL,transfer-test,0,889,920,1015,,,921,4936,4952,5066,,
testnet,ALCHEMY_URL,transfer-erc20-test,0,722,767,864,,,770,5101,5106,5228,,
testnet,QUICKNODE_URL,transfer-test,0,464,462,508,,,462,3891,3932,3977,,
testnet,QUICKNODE_URL,transfer-erc20-test,0,556,563,619,,,566,3985,4035,4083,,
mainnet,QUICKNODE_URL,transfer-test,0,598,614,668,,,615,7350,7399,7453,,